UniversityName,Year,TeamID,CMP,ATT,YDS,CMPPercent,YPA,LNG,TD,INT,SACK,SYL,RTG,R_ATT,R_AVG,TOTAL_PLAYS,RUN_PERCENT,PASS_PERCENT
WesternKentucky,2010,WesternKentucky2010,151,295,1722,51.2,5.8,53,11,6,28,-166,108.5,500,4.2,795,0.6289,0.3711
WesternKentucky,2011,WesternKentucky2011,168,301,2008,55.8,6.7,63,11,13,22,-140,115.3,544,4,845,0.6438,0.3562
WesternKentucky,2012,WesternKentucky2012,213,335,2667,63.6,8,70,24,12,25,-162,146.9,506,4.6,841,0.6017,0.3983
WesternKentucky,2013,WesternKentucky2013,266,407,3140,65.4,7.7,60,15,16,20,-163,134.5,468,5,875,0.5349,0.4651
WesternKentucky,2014,WesternKentucky2014,378,557,4866,67.9,8.7,75,49,10,19,-137,166.7,429,4.9,986,0.4351,0.5649
WesternKentucky,2015,WesternKentucky2015,398,554,5211,71.8,9.4,78,50,9,16,-128,177.4,465,4.6,1019,0.4563,0.5437
WesternKentucky,2016,WesternKentucky2016,305,471,4715,64.8,10,87,42,8,22,-128,174.9,487,5.4,958,0.5084,0.4916
WesternKentucky,2017,WesternKentucky2017,381,577,4355,66,7.5,93,27,10,47,-341,141.4,391,2,968,0.4039,0.5961
WesternKentucky,2018,WesternKentucky2018,254,431,2722,58.9,6.3,75,15,10,32,-204,118.8,439,3.7,870,0.5046,0.4954
WesternKentucky,2019,WesternKentucky2019,313,469,3371,66.7,7.2,77,20,12,20,-130,136.1,431,3.9,900,0.4789,0.5211
WesternKentucky,2020,WesternKentucky2020,208,369,1972,56.4,5,51,12,4,27,-167,106.9,389,3,758,0.5132,0.4868
WesternMichigan,2010,WesternMichigan2010,298,475,3429,62.7,7.2,74,30,12,30,-180,139.2,385,3.9,860,0.4477,0.5523
WesternMichigan,2011,WesternMichigan2011,369,554,4385,66.6,7.9,64,40,16,22,-191,151.1,391,4,945,0.4138,0.5862
WesternMichigan,2012,WesternMichigan2012,304,511,3477,59.5,6.8,81,28,21,20,-140,126.5,404,4.4,915,0.4415,0.5585
WesternMichigan,2013,WesternMichigan2013,215,438,2532,49.1,5.8,75,12,18,22,-159,98.5,389,3.6,827,0.4704,0.5296
WesternMichigan,2014,WesternMichigan2014,253,372,3475,68,9.3,75,26,10,24,-136,164.2,503,4.4,875,0.5749,0.4251
WesternMichigan,2015,WesternMichigan2015,273,404,3732,67.6,9.2,80,30,9,31,-163,165.2,526,5,930,0.5656,0.4344
WesternMichigan,2016,WesternMichigan2016,263,378,3533,69.6,9.3,70,33,4,16,-87,174.8,634,5,1012,0.6265,0.3735
WesternMichigan,2017,WesternMichigan2017,172,294,1978,58.5,6.7,68,19,8,22,-112,130.9,562,4.8,856,0.6565,0.3435
WesternMichigan,2018,WesternMichigan2018,243,396,3086,61.4,7.8,84,20,9,20,-103,138.9,566,4.6,962,0.5884,0.4116
WesternMichigan,2019,WesternMichigan2019,246,413,3128,59.6,7.6,61,21,8,18,-122,136.1,503,5.3,916,0.5491,0.4509
WesternMichigan,2020,WesternMichigan2020,100,157,1719,63.7,10,85,18,2,7,-46,183,235,4,392,0.5995,0.4005
WestVirginia,2010,WestVirginia2010,245,382,2769,64.1,7.2,71,24,8,28,-223,141.6,526,3.9,908,0.5793,0.4207
WestVirginia,2011,WestVirginia2011,353,542,4509,65.1,8.3,84,32,9,26,-204,151.2,417,3.8,959,0.4348,0.5652
WestVirginia,2012,WestVirginia2012,378,537,4292,70.4,8,87,44,7,22,-148,162,461,4.8,998,0.4619,0.5381
WestVirginia,2013,WestVirginia2013,251,464,3145,54.1,6.8,76,16,16,28,-181,115.5,427,4.2,891,0.4792,0.5208
WestVirginia,2014,WestVirginia2014,340,534,4121,63.7,7.7,79,26,10,31,-228,140.8,563,4.2,1097,0.5132,0.4868
WestVirginia,2015,WestVirginia2015,232,429,3269,54.1,7.6,70,26,15,32,-209,131.1,622,4.8,1051,0.5918,0.4082
WestVirginia,2016,WestVirginia2016,249,409,3343,60.9,8.2,71,26,11,25,-195,145.1,574,5.2,983,0.5839,0.4161
WestVirginia,2017,WestVirginia2017,294,481,4021,61.1,8.4,76,37,14,19,-125,150.9,460,4.2,941,0.4888,0.5112
WestVirginia,2018,WestVirginia2018,291,445,4216,65.4,9.5,82,38,10,29,-204,168.7,425,4.5,870,0.4885,0.5115
WestVirginia,2019,WestVirginia2019,289,454,2984,63.7,6.6,83,21,15,21,-145,127.5,334,2.6,788,0.4239,0.5761
WestVirginia,2020,WestVirginia2020,253,401,2775,63.1,6,70,16,4,21,-142,124.7,358,3,759,0.4717,0.5283
Wisconsin,2010,Wisconsin2010,202,276,2593,73.2,9.4,74,17,6,14,-95,168.1,584,5.5,860,0.6791,0.3209
Wisconsin,2011,Wisconsin2011,233,328,3280,71,10,66,34,5,25,-174,186.2,609,5.4,937,0.6499,0.3501
Wisconsin,2012,Wisconsin2012,170,291,2197,58.4,7.6,62,15,6,28,-238,134.7,635,5.2,926,0.6857,0.3143
Wisconsin,2013,Wisconsin2013,217,355,2562,61.1,7.2,65,22,15,16,-94,133.8,557,6.6,912,0.6107,0.3893
Wisconsin,2014,Wisconsin2014,177,322,2082,55,6.5,70,15,16,13,-99,114.7,648,6.9,970,0.668,0.332
Wisconsin,2015,Wisconsin2015,252,419,2968,60.1,7.1,45,14,13,24,-162,124.5,512,3.8,931,0.5499,0.4501
Wisconsin,2016,Wisconsin2016,202,323,2507,62.5,7.8,57,14,10,24,-149,135.9,658,4.3,981,0.6707,0.3293
Wisconsin,2017,Wisconsin2017,204,325,2689,62.8,8.3,61,25,15,21,-117,148.4,629,5,954,0.6593,0.3407
Wisconsin,2018,Wisconsin2018,179,304,2050,58.9,6.7,44,19,14,24,-151,126.9,571,6.2,875,0.6526,0.3474
Wisconsin,2019,Wisconsin2019,246,351,2802,70.1,8,70,18,5,20,-121,151.2,612,5.3,963,0.6355,0.3645
Wisconsin,2020,Wisconsin2020,124,202,1267,61.4,6,53,10,7,12,-72,121.2,293,3,495,0.5919,0.4081
Wyoming,2010,Wyoming2010,174,289,1992,60.2,6.9,69,12,9,31,-231,125.6,402,3.6,691,0.5818,0.4182
Wyoming,2011,Wyoming2011,260,430,2689,60.5,6.3,80,21,11,12,-92,124,485,4.9,915,0.5301,0.4699
Wyoming,2012,Wyoming2012,249,411,3180,60.6,7.7,82,29,8,26,-213,145,441,3.4,852,0.5176,0.4824
Wyoming,2013,Wyoming2013,297,473,3389,62.8,7.2,93,29,12,27,-192,138.1,449,5.1,922,0.487,0.513
Wyoming,2014,Wyoming2014,212,375,2733,56.5,7.3,88,12,10,44,-277,123,448,4.1,823,0.5443,0.4557
Wyoming,2015,Wyoming2015,183,308,2247,59.4,7.3,92,20,11,31,-234,135,478,4.4,786,0.6081,0.3919
Wyoming,2016,Wyoming2016,210,379,3207,55.4,8.5,54,29,15,27,-200,143.8,628,4.6,1007,0.6236,0.3764
Wyoming,2017,Wyoming2017,195,348,2304,56,6.6,53,18,8,26,-177,124.1,446,3.2,794,0.5617,0.4383
Wyoming,2018,Wyoming2018,135,276,1576,48.9,5.7,72,8,4,24,-204,103.5,495,4.8,771,0.642,0.358
Wyoming,2019,Wyoming2019,120,256,1770,46.9,6.9,63,11,9,21,-142,112.1,575,4.9,831,0.6919,0.3081
Wyoming,2020,Wyoming2020,62,134,920,46.3,6,56,1,5,16,-101,91.7,275,4,409,0.6724,0.3276
